review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R1XPMJR6N2X7R5,5,58,59,N,Y
R2KID9IG21MBUO,1,20,20,N,N
RM9V8WX82OXEI,3,34,38,N,Y
R13M65XYXQ5EU0,5,88,89,N,Y
RGMEC6MR0UE9L,5,36,39,N,Y
R3UCWOZCATYVRE,5,270,283,N,N
R3367380A7FLDG,5,23,30,N,Y
R3SGUONPQTWJ7V,5,26,27,N,Y
R3C4RJYK4NVE8C,5,299,304,N,Y
R2Q6UP5Q7C3UF9,4,25,25,N,Y
R2HBMD17XOB5Q8,1,33,36,N,N
R1V1LE370BWCST,3,22,24,N,Y
R2C13EMHUP43XM,1,40,52,N,N
R1BCC2EOP7S4QD,4,34,35,N,Y
R1830R99ISIBKK,3,20,21,N,N
R3UGBEU9OZYEKD,4,25,27,N,Y
RSCCCSV9QZA3T,5,36,37,N,Y
R1LKIX2ISWDGQT,1,21,23,N,N
R2MNE7FPFA9GY7,1,23,35,N,N
R318YWC49387PF,5,31,42,N,Y
R8XQIE0AXYSA0,5,38,41,N,Y
RDYROK38Z0RVL,5,23,29,N,Y
R3EC7S9DPLHCFM,3,41,45,N,Y
RA7T23ZZ1YPVG,1,609,668,N,Y
R2YQNZ3YYOZX5C,5,40,41,N,Y
R173OA33KWC4QR,1,25,41,N,N
ROEU8S6HXAD36,3,439,478,N,N
RSONX14BLGT5Q,2,28,30,N,Y
R39D1QVSYZME70,1,45,48,N,N
R3D7N3G6ORQGES,5,25,26,N,Y
R5LO0PPUSQEM2,5,22,25,N,N
R2BEB4N4RLTNJD,5,20,22,N,N
R1UPLVB19XKINY,4,51,54,N,Y
R3UQB8IHINJRB2,1,29,33,N,N
R3295TB5HT996Z,4,69,81,N,Y
R3EI5GJURIRTUY,5,61,62,N,Y
RQZYAVXQKZGPI,2,20,25,N,Y
R262S5K9VCOO7K,1,66,81,N,Y
R2QQQTX8PQD0Q2,4,39,47,N,Y
R2U2GEZWOH4BB1,5,24,26,N,Y
RN5R4IRW0CK8Y,1,39,42,N,Y
R2RWN9PCIIUHV9,5,20,23,N,N
R3E874EQPINRC6,2,20,23,N,N
ROWRTULQFVOIP,1,22,23,N,Y
R34OK8QC0CRUTW,4,27,32,N,N
R2TD9DK1STY625,2,239,263,N,N
R3B7T5W22PJ3CB,5,46,49,N,Y
R3MKV5RJUJBYAW,5,196,201,N,Y
R17APUGIVO5NY3,3,36,39,N,Y
RTXXRMCB348ZF,3,46,51,N,Y
R1WSW2SP0UT2VU,5,22,22,N,Y
R13608MKWUF6,5,24,24,N,Y
R1BWMD4USY0TCI,5,27,31,N,N
R1IHTJNSBO6BNU,5,20,23,N,Y
R214OV9YQ2ARSB,4,42,47,N,Y
R28UOQGF2LIO45,4,27,28,N,Y
R3R8GYXJ71DCG5,5,22,24,N,Y
R2W72N97F4WR29,1,26,28,N,N
R2MJEO9SF5SUQ0,5,25,28,N,Y
RA6A7GQN5S4U1,5,50,51,N,Y
R3JZF41AJ6LXDF,5,42,42,N,Y
RAFDX9UY9TJVL,3,23,28,N,Y
RVT6DHVLXF86M,2,20,24,N,Y
R11RLKM2IWVK2A,5,24,24,N,Y
R2WE2FNCJCK3X0,1,23,28,N,N
RVQ3I2A8AM9ZU,5,66,70,N,Y
RSMI6AZ40A3W,5,80,83,N,Y
R89WTTG7CMTIJ,5,28,29,N,Y
R2G564ODF17MN9,5,49,53,N,Y
R2N63EGK5H63PZ,5,61,71,N,Y
R18KCVQI11626K,1,22,29,N,N
R502GX4QN5J2Y,5,32,35,N,N
RRQU7QCBRD6RZ,1,22,23,N,N
R2QSTLK21MKIOM,1,215,215,N,Y
R297801GQFCMR4,5,62,63,N,Y
R1OO6A71U5GRQD,4,22,22,N,Y
R23D1V4Y7FYJPC,5,25,26,N,N
R3MTIOJZUJM98R,5,31,44,N,Y
RNYVOXK89A50O,3,21,21,N,Y
R1PBS1GA92UQNR,4,40,46,N,Y
R2WRVG7M9D143L,4,43,44,N,Y
R1CX4FHWOCTSL9,5,28,31,N,Y
R1EXFBL7OYR5NE,1,22,22,N,N
R20NAD9JMJ87G9,3,43,46,N,N
R3RVW6X63Z7USO,5,103,108,N,Y
RTAXJS1RPE9NQ,1,24,32,N,N
R8DC7AKP3DJXV,5,34,36,N,Y
R2NL0VU47210HQ,5,31,35,N,N
R1E5PZMWTPAYGL,1,37,46,N,Y
R3DO7ZB3ACOS4E,1,57,68,N,Y
R1NYVIRVSAOF5J,1,25,38,N,Y
R34DHJKSXEUF7V,5,21,22,N,Y
RQG9OXHBUKPKP,4,21,22,N,N
R3C7TCZLOU664B,1,26,32,N,Y
R3HCUIGJFDHP9E,4,51,56,N,Y
R2BRQOLC06WDM6,1,26,26,N,Y
R2RE7R2V87Z4CO,2,43,44,N,Y
R36ELDNTB2CDZ1,5,50,63,N,N
RHYSFTRWV5ENQ,1,76,89,N,N
R3I8CLPJRUV44H,4,20,20,N,N
ROMDOEXLHSXEV,1,81,88,N,Y
R1NLPD4QT6P47X,1,60,65,N,Y
R19KN3KOIJO8KE,1,28,35,N,Y
RFI36WC49XV8H,1,40,45,N,N
RBP7B0LYUV8LW,4,27,30,N,Y
RCUQICG2ECQAD,1,24,25,N,Y
R340JTL4CQJGVD,4,38,40,N,Y
RTMSMQR16L3II,5,23,24,N,Y
R3GNQ5Z76W85B5,1,26,31,N,N
RT04YAMJYVPW0,4,30,30,N,Y
R2PBMJS6F934PO,2,54,54,N,N
R201WRGN08RMES,5,32,33,N,Y
R16IF0R94LUISB,5,45,49,N,N
R2GDR1HAIUV4ZW,5,25,28,N,Y
R2B6YFIQQ82BOL,2,75,76,N,Y
R2QJUFVZJQGSXD,5,69,80,N,Y
RNBPBAHU6Z0DB,5,24,26,N,Y
RYAKP5EQT69DF,1,53,63,N,Y
R12NQU2N8754V2,5,26,27,N,Y
R376OTW1BNDL0Q,5,163,172,N,Y
R29XLP0RB26NYW,1,20,28,N,N
R16U5MHFDELJ1,5,1446,1502,N,Y
R1SQKD5TP0KCDX,5,20,22,N,N
R8U9UEEQFG5HU,5,78,99,N,Y
R2T0NZKK6GZ4VF,1,54,67,N,N
R21ORJ8WUOKOQ6,5,34,39,N,N
R3DLYRCR9VO6S5,5,335,365,N,N
R642PWCPFFQA,5,30,31,N,Y
R1ENK200LGVEDF,1,22,28,N,N
RC4XVM1WIUIIW,4,33,38,N,Y
R25CWNU21JJC1L,3,24,32,N,N
R1XRHXAHDXXCUT,1,31,37,N,N
R1P05UPY38YVOI,1,43,49,N,N
R3B509QQH53XWO,5,36,36,N,Y
R217I155HYRW7H,5,22,22,N,Y
R14N3L1VEM57O3,3,39,40,N,N
R1D7HGICAIUK6G,1,22,24,N,N
R23GEUWQRQ4F6F,5,20,22,N,Y
RWDUAY6L4CNTJ,5,156,167,N,Y
R3KMAG77EOQVPD,5,235,253,N,Y
R2Y92BAHBUFP7T,1,31,34,N,Y
R7Q5JOQUIEOCO,5,49,50,N,Y
R33YAR0969DBVA,5,33,39,N,Y
RVMLCMU7Q7MFH,1,41,49,Y,N
R38MEQ10CCCNOR,5,26,31,N,Y
RNC3F87EWQX8Q,2,20,25,N,N
R15ZONR45PZ24H,3,115,128,N,N
R9KLYAOFGVACA,5,888,921,N,Y
R1O278YOPIZTB2,1,23,28,N,Y
R224K45P6UF4Y5,4,48,48,N,Y
R30I16JC6MIT8H,5,27,31,N,Y
RUC8CJLLEFYEN,4,359,380,N,Y
R3U2ICRXBFOGEO,2,128,133,N,Y
RSD2P0T1OZTQG,5,43,46,N,N
R3O87SDDERD7BH,3,45,51,N,Y
R2D7CFUWF1HMGQ,3,21,27,N,Y
R1DR8450U4BTRF,1,37,40,N,Y
R2SY942RMBCGH0,5,65,66,N,Y
R3BF8X1N84GQ82,4,28,30,N,Y
R2U1COF8L038ZW,3,22,23,N,N
RY0Y3ZEND0A07,1,23,32,N,Y
R1C830WXK672XE,3,27,29,N,Y
R1RIAMIW5K13RH,3,26,33,N,Y
R2V8TL0OB1HUES,1,26,27,N,Y
RKDPO6ZUXHMN0,1,63,68,N,Y
RBPHBOUPDH8B5,5,61,66,N,Y
RXSWMBZWBH6WJ,3,75,81,N,Y
R151OA6BH1NNGK,1,24,27,N,Y
RHEQHTBBPD8EN,5,34,35,N,N
R3JS42U1F5A2DK,1,1020,1166,N,N
RPGLD80HPK6PL,5,20,23,N,Y
RUD1OSYAU9O4S,1,22,26,N,Y
RZC7LFKTQYQC,5,23,27,N,N
R36GUJXV1D04QS,4,21,21,N,N
R2V2CBQBADOS86,3,24,24,N,Y
R33UEHAGR1NM73,1,21,25,N,Y
R2PNZL7UO7GM71,5,28,28,N,Y
R57BK6OV9HFEY,4,31,35,Y,N
R3PQGWO4TWHEL5,1,28,38,N,N
R3G8G3RTYHHT78,5,49,56,N,N
R1855Z06F68HMQ,1,231,276,N,N
R1MTF7Q3FBTBF,4,520,549,N,Y
R2W5AQMCUJXYTG,4,25,28,N,Y
RE65UMB5WZCUH,5,31,32,N,Y
R2VNVH1BD36G5M,1,44,50,N,Y
R2TY13NMHX7KIV,4,42,49,N,Y
R1MK93Y7570MIJ,3,399,423,N,N
R12XJ0SGH46RLF,4,21,22,N,Y
R3VQ1YG4TRZBJP,5,24,26,N,Y
R2CFL2PU560WBP,5,26,26,N,N
R2XXVR2K4YDU1N,5,49,52,N,Y
R1CJB54HY37CY5,1,21,22,N,Y
RZDUWU2GSJQRE,1,33,40,N,Y
R1CB4HOCT37FWC,1,25,33,N,Y
R3F03CXJ97FGBT,4,28,32,N,N
R2Z1JTYQGDW397,5,210,220,N,Y
R2QFFXPDUXROHX,4,21,26,N,Y
R27N4A30CLJEFE,5,77,78,N,N
R3LTN58CGXF369,4,31,32,N,N
R2140PIPK2VDFO,4,44,47,N,Y
RTSR98LI8ZXID,5,60,61,N,Y
R3EXNK3P7TK2F7,4,26,30,N,Y
RN962YPQWPCCC,5,41,54,N,N
R2W1MOICJ0QO9Y,5,37,37,N,Y
R1UOD3ITQQ6Q5T,5,48,52,N,N
R15JXSNQSHWC5W,1,258,269,N,N
R2ID1I0DD6QS63,3,80,94,N,Y
R2R5LYHWNZZUPS,3,58,69,N,Y
R2OY86HYLCU4WO,4,209,211,N,Y
R1NNP3VRY4UIA0,5,40,42,N,Y
RKA56MAKEBSK4,5,63,64,N,Y
RY12SDRT8TA3I,1,66,76,N,N
R3TH9MCT6PGEA9,4,223,229,N,N
R3RSHUJKYXP6PY,1,62,72,N,N
R2F9OJJF8JQMHI,5,30,35,N,Y
R122XM8NAKWHVX,5,84,92,N,Y
R1IB7H35T4E8ZR,3,50,56,Y,N
R2PCPB7QV2W797,5,51,55,N,Y
R35WJFQT2OCB7R,5,29,31,N,Y
R3DO075T2175AB,5,203,209,N,Y
R2W16WN8G2VUA8,1,25,26,N,N
R3GHWHXGRMC759,5,25,25,N,Y
R1CTO2LH9A8AM1,2,58,69,N,Y
R2PU3O6ZWWOEY1,1,74,80,N,Y
R16Z7273CA4S8Y,1,21,24,N,Y
R28O1SMQI9Z3IR,2,106,120,N,Y
R3A54X4PQA9G5D,2,72,81,N,N
R9AX1ZW9WAB6G,5,64,69,N,Y
R3EICGKDACY3S1,2,41,43,N,N
R2AQNL009Z7C23,1,26,28,N,N
R2JNCU72OBCZUT,5,24,25,N,N
R3NU0PAXNKYI2T,5,30,36,N,Y
R11V2QFWBJ01YZ,1,38,50,N,N
R34H7ADMYVVX3H,1,22,31,N,Y
RHX2643ZQL9UR,2,118,127,N,Y
R2EJCJJ5SXH9B4,5,555,569,N,N
R279ZRHQCFDEFX,5,23,24,N,Y
R2K6NXLYPYLGSW,1,71,81,N,Y
R15PMTW9YFW3ZT,1,29,33,N,Y
R1N932P2P6PJ0L,2,31,36,N,Y
R1GPI3OQGV1BNX,5,76,80,N,Y
RHADCJ404D321,5,83,91,N,N
R16NEVENUUVDXF,2,34,36,N,N
R3H1S3S7W1ZELJ,5,33,33,N,Y
RDR0EAIR5R1IZ,1,60,73,N,N
R2EOJ7R6BZ8H82,3,39,41,N,N
R1XYN4QR05CYJB,5,63,63,N,Y
R338UXCH8NOBJZ,1,22,25,N,Y
R3LKXB3TPNJCO5,1,21,65,N,N
RYDWVMOMS6JXX,1,24,26,N,Y
R1T8KSMKMZQPW2,5,84,86,N,Y
R2WPUIO8L324CL,1,59,66,N,Y
RM2YWHEIPDTF7,4,52,53,N,Y
R20U8Y6VL06IAY,5,33,38,N,N
R9EFN5EA4DWTA,1,80,104,N,N
R1IQVU48KM7T63,5,182,188,N,Y
R2YQ8260GG1DM9,4,37,42,N,Y
R26GXSI4H49ZH6,1,28,35,N,Y
R22B2QJMG120M5,5,636,694,N,N
R12SLN1AD21P46,4,23,29,N,Y
R1BLPRFK7SKLIU,5,26,26,N,Y
R1BCE3FRVMI0N5,1,30,36,N,N
R3OIILNOIG04C7,5,46,46,N,Y
R17RD5M4CVLGXE,5,21,22,N,Y
R3EY7YCLMQVT0I,5,29,30,N,Y
R19PBWIXZF9STR,1,35,65,N,N
R2AS6GFL5P1V3,5,27,28,N,Y
R1HA8SUD5NDG8W,1,22,25,N,N
R1757MM0YQ5X2G,1,29,51,N,N
R3IVHKT5IAR4KF,1,24,31,N,Y
R2IOJ9ODCAYZIZ,4,33,38,N,Y
R2WFVFQCMDB7SK,5,54,55,N,Y
R239MPPXVQ1T7X,5,49,50,N,Y
R1CYDOZ94ILECD,3,23,27,N,Y
RG3DS9HP201B8,4,37,39,N,Y
R21KRIQA1XEBN5,5,22,22,N,N
R2YO21AWHXEF9B,1,24,39,N,N
R6LCANRI430ER,1,20,21,N,N
R1Y1X2A9TKO9WS,5,21,22,N,Y
ROGJRZLUMDEKI,5,45,47,N,Y
R21GRUGF700PCL,3,52,53,N,Y
R69M09HTLT93M,5,213,265,N,Y
R3VBLDE0HNY4O6,5,70,81,N,Y
R3C55KK1PEJX9S,5,56,58,N,Y
R1HZUZIMDOYN6K,4,20,25,N,N
RZ7H5H6LE0XSK,2,20,25,N,Y
R12SB09626GZS8,5,23,27,N,N
R121DJR2HBSYX3,2,25,28,N,N
R2RKC674I3EX8M,5,43,44,N,Y
R1FKBKBK0STRHI,5,75,157,N,N
R2Z699U8T93DMI,1,460,537,N,Y
RMWI0B9IO2DVL,5,23,24,N,Y
R3TGXV31JAS30V,5,20,21,N,Y
R1H624QC2BUDOT,5,58,59,N,N
R35NXD26SWUX4Q,5,41,44,N,Y
R3PJI6O7YPL15Q,5,62,65,N,Y
RRB3E31QMNWM1,1,33,36,N,Y
R32DAOI9M16S3T,1,25,32,N,N
R2TS8RPI9G12PN,1,21,55,N,Y
RB42MQPJ35QKP,4,27,33,N,Y
R3C2BXB3BKGN54,1,21,31,N,Y
R27MTBQQ6TWH4D,4,438,455,Y,N
R1J9BDNJP9EGYA,5,20,23,N,N
R2JIQUXCGG4YNF,1,22,24,N,Y
RMKGKE8OWGZSO,3,130,148,N,Y
R1FY9IGWS0KK7X,5,160,165,N,N
R1YSZXZA3QAY54,4,20,20,N,Y
R334IHLEPXAGX6,1,93,103,N,N
R2X2WB0IUQ94MU,5,366,378,N,Y
R3G3PLPHBVA0RW,5,97,99,N,Y
RP0TX5AAVRCV6,4,29,32,N,Y
R2TE7PFL72TYOF,2,44,47,N,N
RDG5TVE3X21KD,1,43,47,N,Y
R1JD07HDGYBXCG,1,82,95,N,N
RM864VE27ZKWE,4,374,384,N,Y
RZ0XI19UTYNAC,1,78,93,N,N
R3B64R50FOCZII,1,22,23,N,Y
R1AQ6W5XGBXI84,5,46,47,N,N
R49NK0QUQ07EI,5,28,36,N,Y
R3OGPIMOKFPESY,5,347,356,N,N
R1ZQ0JHA1HRSR0,1,27,31,N,N
R29CL0YMIPY51S,5,26,27,N,Y
R3K2OOIM4RQIP1,5,28,31,N,Y
R2P2GT0FVW277A,1,20,24,N,Y
RLTSWSSHKC79P,5,44,45,N,N
R6793RHBUWEYH,5,42,48,N,Y
R3E8D7J14LVCHV,4,20,32,N,N
R5TROCDJHFZ29,5,35,39,Y,N
R2PU7XCH73UNJC,4,25,27,N,Y
R31HGGSJI040EE,5,102,103,N,Y
RBD6XNHIVP9D,5,21,22,N,Y
R1ZZ5KEZO8J2H8,4,81,88,N,Y
R1F24AV40ISCJ,1,59,102,N,N
R28G9E3IDK921J,4,25,26,N,N
RELJI0UARJV32,3,27,30,N,N
R3RI1OV2PKY9OB,4,32,33,N,Y
RT8YFJRA4MUWL,5,20,21,N,Y
RTB5AGUFAIS65,4,25,30,N,Y
R13TID5EHJO104,1,24,25,N,Y
R3NAV6YDOEVZJK,1,40,43,N,Y
R3VUSFPQDKI58N,1,56,74,N,Y
R2H5V9YV74Q00P,3,82,102,Y,N
R2RW67TLLKI9U0,5,22,23,N,Y
R2CKIYS5V977RE,5,105,113,N,Y
R51U4BJFUMBQS,5,89,99,N,N
R28RW9O4HNYJE2,5,102,107,N,N
R2HYVYIT2CQUFT,1,113,134,N,Y
R2WUILINB72SQ6,4,24,26,N,Y
R1UO1NWI4VY602,5,69,73,Y,N
R3OFVXY1YT1BZ3,4,278,298,Y,N
R3POHVCWGZ976B,3,44,46,N,Y
R3MV7ED823F0TJ,5,22,22,N,Y
R2HNGHN8V6KN9F,5,35,37,N,Y
R1LV85EIRDXN8J,1,23,31,N,N
R3D6A9VYDQZEDL,5,63,64,N,Y
R2M41YJ5KU10A0,4,850,868,Y,N
RQ54W2TL1C65A,5,237,253,N,Y
R1VO7LVDMHUTIW,5,26,28,N,Y
R5NDZ0FAJ1OY0,5,255,302,N,Y
R1SE1W7L3PQ8I3,5,24,27,N,Y
R36TGFHCRP1M7Z,5,70,74,N,Y
RI27CWPD2H504,3,136,152,N,Y
R2Y012EPQYLOHI,3,44,55,Y,N
RKXGFEYGE7WR,5,22,23,N,Y
R3D7RRQ4FWDI3,5,23,25,N,Y
R2GNVO8P6GJ8RP,1,44,52,N,N
R1OLMXTS3SWKJ3,2,52,61,N,Y
RM70P8295O9LA,5,26,27,N,Y
RYW2E7Q1I7MJK,5,87,88,N,Y
R3UDPAE8A11YHR,2,185,205,N,Y
RO1TFM1TFN05M,4,55,67,N,N
R1XNKKCQX1O78G,1,41,44,N,Y
RAUYPT48RKTGL,1,61,66,N,N
R3A164PEW2ZAWV,5,32,38,N,N
R301J2CCMK2H1A,5,72,77,N,Y
R23MKKK3E6RV61,4,29,31,N,Y
RW37CKGYXYIKW,3,62,78,N,Y
RSR8OJFUP5T2W,5,24,26,N,Y
R3FRRGZ42CYNO0,5,1121,1209,N,Y
R2SCC2FUBCASJR,1,138,141,N,Y
R2R355GI60SVDC,1,29,30,N,Y
R2Q2N1UDS3XFJQ,4,132,140,N,N
R114H6OY4H45A3,5,177,179,N,Y
R180VI0GGO68J0,2,80,84,N,Y
R3J7EPYIP2SBW7,5,212,221,N,N
R2XKJI44KWFIO8,4,59,63,N,Y
RKCP9QHYBPATB,5,68,70,N,Y
R2D7EP06GKCNEF,5,33,34,N,N
R2VYDP3W5UFYD5,4,22,22,N,Y
R15DF51W6XMVHC,5,42,46,N,N
R1JNCJWKVIN88M,1,71,98,N,N
R3266UUK50G258,1,55,56,N,Y
R1GQ849UTFBQXI,5,25,26,N,Y
R32GWZO20AQYMU,5,163,174,Y,N
R2F4N2FY6YXT3O,1,32,37,N,Y
RC07EB8S0MGCB,4,38,39,N,Y
R2A4AYEC22AGS4,5,22,23,N,Y
R1O38VCXF4BGOW,1,93,109,N,Y
R3GJ48SHN0JY25,4,23,25,N,N
R2Z77SQLYZZZE8,5,33,36,N,Y
R1D5CXMJ12CWRE,5,109,111,N,Y
R3K4RTH3OKS4KJ,5,24,24,N,Y
R3SS7CU8F92LTY,3,20,22,N,N
R1KNI5FGUOSFWX,3,233,267,N,Y
R19WP7R8IF92T3,1,57,63,N,N
R1KYTVKGNXWL7L,5,134,136,N,N
R2O8HJYOPRKB61,1,29,33,N,N
R3R0XVWSY0167D,3,22,23,N,Y
R1XR2WCTGHELD0,5,31,33,Y,N
R2POHRDVE6PYHB,1,23,26,N,Y
R2NRFDO9YGSMZD,5,96,109,Y,N
R3N096ER2R15GK,5,79,83,N,Y
R2JKMWRBN6UG3Q,5,157,178,N,Y
R35C4AFBXIY274,5,20,22,N,Y
R1IETSPTFLN0U5,1,28,28,N,Y
RZ7S5QG65Q4I5,5,28,30,N,Y
R3JIEOGTOJ8O4T,5,54,59,N,Y
R3KTEQT7OEE5UM,5,28,29,N,Y
R34EZCQFJM92RU,3,166,199,N,N
RZWDN8I7PN76T,1,27,35,N,Y
R2K4YC8YUIDLQ7,4,24,25,N,Y
RLUB4NV0JQI5T,5,21,23,N,N
R3QZ0PFSKC87IU,1,72,84,N,N
R39UHLAYBNWKRM,5,41,43,Y,N
R2O5IO27PMJE8C,1,32,38,N,Y
RKSSM23W5C9ZC,5,30,34,N,Y
R1NM6N1EE58AL9,5,56,60,N,Y
R2E84CGBS7FZO2,1,23,33,N,N
RWCDJZKXIKY8U,5,39,44,N,Y
R1BK4TBQSBFLEI,1,27,34,N,Y
RYULSK7Q38LPC,5,22,24,N,Y
R14A4AKT32OEYH,1,309,357,N,Y
R1YHVN8DEJO5R0,5,25,27,N,Y
R3O9HSROZMVMZU,1,49,50,N,Y
R34VFK355JNFD0,5,29,29,N,Y
R2KONNSVDC8O5G,5,30,35,N,Y
R1NH53Z2ULFS7Z,5,44,48,N,Y
R1WSNE1U070S22,3,21,22,N,Y
RTJN9A3WY6MM7,5,33,38,N,Y
R1DO3CYY65NVQO,4,48,53,N,N
R1D3W6PFA4J1E9,1,38,69,N,Y
R1Z84F60Y8H29T,4,44,48,N,Y
R1UGPNCVAOBP5I,1,41,49,N,Y
R3JXGZ8UY67W3Z,5,138,145,N,Y
R1XEDG23474U0O,5,59,66,Y,N
R2074ZN0TTMQ09,1,28,36,N,N
RR1AJU3BXDUU9,1,72,83,N,Y
R3G6G0Q2AAZ01N,1,31,32,N,Y
R1W2VNKYK5JUL3,2,55,60,N,Y
RHOZB53878R7J,5,20,22,N,Y
R2N9ZX711RL7AF,5,44,54,Y,N
R34YZLG38G29RK,1,35,38,N,Y
R1EJGJ39ESQ5QN,1,27,28,N,Y
R1K58EFCWX3SK0,4,40,42,N,Y
R3B8RX165MKF2P,2,57,78,N,Y
R1ZJMRM48NA4WM,3,49,64,N,N
R2ZA9WGIVZOW2Q,1,51,66,N,N
R1202OBV2U9GM0,4,25,26,N,Y
R37ECKLXLUHDTH,3,20,21,N,N
R2GIU16Q4599L8,4,103,105,N,Y
R15R5VE8M9FS7C,4,55,58,N,Y
R1E10SLRNKF6DQ,5,35,40,N,N
R1HBQ8XVL8JRR8,1,172,184,N,Y
R3NEUYTWFHQ6MP,5,180,193,N,N
RWJSSRT915CDT,4,20,20,N,Y
RSNKES7TQTPNF,5,29,32,N,N
R3LA6BRNZGA2A4,1,46,50,N,Y
R27SYI4VS4CXTZ,3,44,48,N,N
R3GZEZGGP59FPU,5,246,256,N,Y
R1LROO7N5MNT4M,2,624,684,N,N
R2R7P09HAH64F7,4,89,93,N,Y
R237LRBN69SW1X,3,36,38,N,N
R3DQSC99S3FHBV,5,26,27,N,Y
R158O2JXEAQ2N2,2,101,104,Y,N
R2YQCC8EQMER3Y,1,291,301,N,Y
R196X0DOYOTUXS,1,22,26,N,N
RFCVWRX8SR50N,1,69,93,N,N
RY7THWT5TRO0W,5,26,27,N,N
R2OBD8RM4HMU2Z,3,57,63,N,Y
RVK5J3DP0FPFA,5,51,55,N,Y
R3R4OOUCXAD7B,5,28,32,N,Y
RMZWS9N8G2IGZ,1,30,36,N,N
R1S2SH2DY9WC6F,1,25,26,N,Y
R6MP19LTG1OO7,5,56,60,N,Y
R126ZTMKK0255N,3,20,20,N,N
R2H8DJWGHISN76,5,20,24,N,Y
RXY9ORB3Q7811,5,29,30,N,N
R3GCOLTE9YI4UD,5,28,29,N,N
R1Z7SBG8AOHDBY,4,20,21,N,Y
R2BCQ5Z3SI22K9,2,24,24,N,Y
R1LID1OBEW2ZAH,1,91,100,N,Y
R24MDHFLW1132V,1,56,68,N,N
R16U079DY4ADVN,3,25,27,N,Y
R3EN9QLRNLGMYZ,1,194,226,N,N
R22ATB9ANHP4K,1,22,23,N,N
R3368HJ02MNC1Q,5,22,23,N,Y
R1S1NB2U8RKL60,3,23,25,N,Y
R1X7ZR2K3S7QOP,5,40,40,N,Y
R2JHQGS57JGMKM,1,22,23,N,Y
R1SXIW6SWN82NQ,3,22,22,N,N
R1L1F6TNB08TND,2,23,25,N,N
R36DMESLRQ6N7,4,27,27,N,Y
R11VQLMPK2JDEV,1,26,28,N,N
R1ZVAJXA9745MT,2,52,63,N,N
R20R0Y3LZZMJDV,5,34,34,N,N
R1Y0JZJ075Y8PL,3,25,25,N,Y
R2OLNL6CQ6HGVJ,5,57,60,N,Y
R2XX1AEV84MHCB,3,23,23,N,Y
R3500HEOGOH8K9,1,23,26,N,Y
R1FT5EZKHZAP3S,5,106,125,N,Y
RZNM10YFR2KTM,1,28,37,N,Y
R1QS426SMC72U7,5,38,42,N,Y
R2MFUR6W66ZNGF,5,30,33,N,Y
R34NCGZ9LX9WKC,5,57,59,N,N
R3SXWNKZPSUDLW,5,47,47,N,Y
R3TGOK9KSETESF,5,48,50,N,Y
R1MZUDX68X4WUN,5,20,20,N,Y
RZ3MXQ6LKEFZU,5,21,29,N,N
R36KF7SVPIQ0W4,4,44,46,N,Y
R1GF90WS6YAUFF,5,48,53,N,Y
RR2WGWH2X9RY7,1,48,51,N,Y
R1EKIJE4DRK6YW,2,80,95,N,Y
R66BQ63E3B9LJ,1,36,43,N,Y
R2R6KF1CW70XD9,5,223,234,N,N
R38HJUDM39E1BQ,5,26,29,N,Y
R262VDLVL2NQ3B,5,24,26,N,Y
RYE3YFO77C720,1,22,24,N,N
R5X4M8YRIOG4Q,1,50,59,N,Y
R3QDHWHYRH3RYJ,5,31,33,N,Y
R1X87EN7Q4SVEB,4,45,47,N,Y
R161RB2DAJJ97E,4,37,39,N,Y
R1E3FAFHSY0RSG,4,36,38,N,Y
RRKT50XAFVZOI,5,29,29,N,Y
R378HUGTYY9LXS,5,36,36,N,Y
R1SOUXE9QRS5T9,5,183,196,N,Y
R1DWIHR370PS39,4,34,39,Y,N
RTFYP3QBV1V35,2,22,22,N,Y
R2URE9Y2J9V6C4,1,24,27,N,Y
RLQ9IB9CG4DJR,5,43,44,N,Y
R19S0QAL3X51IT,5,36,38,N,N
R5U9SRUPC93LB,3,39,47,N,Y
R2NPD19XRJQE4S,5,27,35,N,Y
R3CX22HZLUZ2SK,1,37,43,N,Y
R1H524T2E51SEL,4,25,26,N,Y
R3TKQ1NYCT3XF9,5,23,27,Y,N
R1UKWJZRT64GTO,3,52,55,N,Y
R1TBMPIYD2W9CN,5,26,27,N,N
R3G1RRY6NR8CV1,5,30,31,N,Y
R2Z3O854W9OE7A,5,23,25,N,Y
R5WWMCLKZTJL3,2,33,33,N,N
R2182HH47MS2PX,5,27,28,N,Y
R2LYSQM4SXA20G,5,20,25,N,N
R3HZZCR8EMGX1M,5,24,27,N,N
R15J19H5TXK6LE,5,38,40,N,Y
R3BDU6RH9J70TC,5,22,27,N,Y
R2MROXUUFVUL9A,5,26,28,N,N
R17AHKXXE16BVG,5,31,39,N,Y
R3G8AF5FIHVH2N,1,48,52,N,N
R1WH5WH2RD5L21,5,34,34,N,Y
R1QIUGRYHTTZM4,5,24,25,N,N
R3OPKCP8EKFRMU,2,92,104,Y,N
R2VB8I8N90KY6S,1,82,92,N,Y
RBTGSBGOW0Z0W,5,32,34,N,Y
R2JGZMRDDQI0KT,3,31,33,Y,N
R3MH60HK5V1P2J,4,23,24,N,Y
R10NBLO3YVSGAH,2,75,76,N,Y
